scorer,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000
bodyparts,shoulder,shoulder,shoulder,elbow,elbow,elbow,wrist,wrist,wrist
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,636.4922485351562,348.8319091796875,0.9277751445770264,522.402099609375,420.5585632324219,0.7024259567260742,555.3126831054688,496.06585693359375,0.9394835233688354
1,637.663330078125,347.951416015625,0.9342567324638367,522.7404174804688,420.3192138671875,0.7090871930122375,555.4089965820312,496.0756530761719,0.9388173818588257
2,638.1065673828125,347.2515563964844,0.9399137496948242,523.1412353515625,419.41937255859375,0.6883217096328735,555.5386352539062,496.1082458496094,0.9348695278167725
3,638.8339233398438,346.8526306152344,0.9383538961410522,522.8943481445312,419.1485595703125,0.6946901082992554,555.8456420898438,496.13592529296875,0.9354118704795837
4,639.5548706054688,346.5316162109375,0.9366235733032227,523.8740844726562,419.2827453613281,0.650027871131897,555.6677856445312,496.25384521484375,0.9372488260269165
5,638.5731811523438,346.32952880859375,0.9375166296958923,523.637939453125,419.1705627441406,0.6621325016021729,555.7737426757812,496.1589660644531,0.9363222122192383
6,639.1254272460938,346.55755615234375,0.951504111289978,523.561767578125,419.2185974121094,0.6783226728439331,555.836669921875,496.0511779785156,0.9349979758262634
7,638.9522705078125,346.0230407714844,0.9525418281555176,523.6724853515625,419.3798522949219,0.6961618065834045,555.7477416992188,496.1307067871094,0.9366191625595093
8,639.2442016601562,345.87646484375,0.9593272805213928,523.890380859375,419.1121826171875,0.6723892688751221,555.5811767578125,496.22015380859375,0.9375085830688477
9,639.7731323242188,346.26873779296875,0.9644315242767334,523.522216796875,419.04730224609375,0.6900855302810669,555.6358642578125,496.23895263671875,0.9381027221679688
10,640.4961547851562,346.5426940917969,0.9666476249694824,523.510009765625,418.610107421875,0.6612536907196045,555.6587524414062,496.2721862792969,0.9379246830940247
11,641.4259643554688,346.9971008300781,0.9731951951980591,528.0206909179688,417.9239807128906,0.6884968280792236,555.5770263671875,496.3498840332031,0.9405261278152466
12,642.3583984375,346.60760498046875,0.972295880317688,529.0547485351562,417.8452453613281,0.7314563393592834,555.6658935546875,496.3290100097656,0.9402880668640137
13,644.2882080078125,346.6212463378906,0.9718202352523804,529.7802734375,417.6034240722656,0.7515783905982971,555.8475341796875,496.2731018066406,0.9387826919555664
14,645.4395141601562,346.1263732910156,0.9725875854492188,530.2692260742188,418.0863342285156,0.7548619508743286,556.077392578125,496.23834228515625,0.9396454095840454
15,646.4988403320312,346.1899108886719,0.9718396067619324,531.0639038085938,417.80596923828125,0.783203125,556.236328125,496.3493957519531,0.9417921304702759
16,647.6627807617188,345.10760498046875,0.9629266262054443,531.5146484375,418.00079345703125,0.7755564451217651,556.4159545898438,496.5502014160156,0.9396227598190308
17,649.9722290039062,345.52728271484375,0.9461308717727661,532.5963134765625,418.1114501953125,0.8054850101470947,556.5302734375,496.58770751953125,0.9405553936958313
18,653.35400390625,345.1605224609375,0.9432931542396545,533.2529296875,418.1696472167969,0.8206062316894531,556.71826171875,496.2805480957031,0.93746018409729
19,654.9963989257812,345.0776672363281,0.9428157806396484,533.8973388671875,417.9469299316406,0.8039935827255249,556.8908081054688,496.32843017578125,0.9365763664245605
20,654.73974609375,344.16973876953125,0.947853684425354,537.4133911132812,419.9774169921875,0.8361579775810242,557.2462768554688,496.3417663574219,0.9350111484527588
21,655.6234741210938,343.9269714355469,0.9556450843811035,537.893798828125,419.8841247558594,0.8659974336624146,557.476318359375,496.3335876464844,0.9319577217102051
22,655.2817993164062,344.5280456542969,0.9664214253425598,537.8634033203125,419.8377380371094,0.8687300682067871,557.7537231445312,496.3955383300781,0.929894208908081
23,657.2838134765625,344.23443603515625,0.9712382555007935,538.7069091796875,419.1708984375,0.8756366968154907,559.6673583984375,496.2896728515625,0.9309647083282471
24,657.8954467773438,344.0021057128906,0.9711577892303467,539.9307250976562,419.4538269042969,0.8585731983184814,559.7364501953125,496.275634765625,0.9303058981895447
25,659.9984130859375,343.2532043457031,0.9736014604568481,539.545654296875,419.4031677246094,0.8587296009063721,559.8565673828125,496.18316650390625,0.9312056303024292
26,660.6910400390625,342.5055847167969,0.9714140295982361,539.6256713867188,419.3853759765625,0.8353571891784668,559.75341796875,496.1366271972656,0.9289360642433167
27,662.591552734375,342.23419189453125,0.9642917513847351,539.6240234375,419.8038635253906,0.8124097585678101,559.7014770507812,495.8652648925781,0.9266353249549866
28,662.4597778320312,341.5367126464844,0.9687916040420532,539.9107055664062,419.6997375488281,0.7855474948883057,560.018310546875,495.591552734375,0.9302015900611877
29,663.2177124023438,340.48541259765625,0.967279314994812,544.5783081054688,418.3172912597656,0.7281073927879333,560.22998046875,495.73828125,0.9335169792175293
30,663.059326171875,339.83514404296875,0.9714421033859253,544.712646484375,417.6710205078125,0.7250722646713257,560.732421875,495.54071044921875,0.94076007604599
31,663.9085693359375,339.7298583984375,0.9714016914367676,544.8773193359375,417.3392639160156,0.7045435905456543,560.9801025390625,495.3535461425781,0.9506387114524841
32,664.92529296875,339.823974609375,0.9755789637565613,545.2045288085938,417.009033203125,0.6787981986999512,561.4708862304688,495.0447082519531,0.958631157875061
33,666.1416015625,340.030029296875,0.9741501808166504,544.9129028320312,417.17852783203125,0.7073715925216675,561.6524658203125,494.33319091796875,0.9640339612960815
34,666.8748779296875,340.2387390136719,0.9696826934814453,544.91748046875,417.9922790527344,0.7457135319709778,561.7730712890625,494.57958984375,0.9641994833946228
35,667.8946533203125,339.930908203125,0.970422089099884,545.3307495117188,417.358642578125,0.7675487995147705,562.1860961914062,494.7481384277344,0.9632427096366882
36,668.067138671875,339.697509765625,0.9698309302330017,546.0968627929688,416.6895751953125,0.7862170338630676,562.5773315429688,494.9232177734375,0.9653768539428711
