,Rat,Timepoint_Name,Speed_Group,Belt_Speed,Stride,Step_Length,Step_Duration,Stance_Duration,Step_Height,Mean_Asis_Toe_Height,Variation_Asis_Toe_Height,Mean_Asis_Toe_Height_Stance,Variation_Asis_Toe_Height_Stance,Mean_Asis_Toe_Height_Swing,Variation_Asis_Toe_Height_Swing,Mean_Ankle,Variation_Ankle,Mean_Ankle_Stance,Variation_Ankle_Stance,Mean_Ankle_Swing,Variation_Ankle_Swing,Mean_Knee,Variation_Knee,Mean_Knee_Stance,Variation_Knee_Stance,Mean_Knee_Swing,Variation_Knee_Swing,Mean_Hip,Variation_Hip,Mean_Hip_Stance,Variation_Hip_Stance,Mean_Hip_Swing,Variation_Hip_Swing,Max_Asis_Height,Max_Asis_Height_Stance,Max_Asis_Height_Swing,Max_Hip_Height,Max_Hip_Height_Stance,Max_Hip_Height_Swing,Max_Knee_Height,Max_Knee_Height_Stance,Max_Knee_Height_Swing,Max_Ankle_Height,Max_Ankle_Height_Stance,Max_Ankle_Height_Swing,Min_Asis_Height,Min_Asis_Height_Stance,Min_Asis_Height_Swing,Min_Hip_Height,Min_Hip_Height_Stance,Min_Hip_Height_Swing,Min_Knee_Height,Min_Knee_Height_Stance,Min_Knee_Height_Swing,Min_Ankle_Height,Min_Ankle_Height_Stance,Min_Ankle_Height_Swing,Mean_Asis_Height,Mean_Asis_Height_Stance,Mean_Asis_Height_Swing,Mean_Hip_Height,Mean_Hip_Height_Stance,Mean_Hip_Height_Swing,Mean_Knee_Height,Mean_Knee_Height_Stance,Mean_Knee_Height_Swing,Mean_Ankle_Height,Mean_Ankle_Height_Stance,Mean_Ankle_Height_Swing,Mean_Hip_Toe_Height,Mean_Hip_Toe_Height_Stance,Mean_Hip_Toe_Height_Swing,Mean_Knee_Toe_Height,Mean_Knee_Toe_Height_Stance,Mean_Knee_Toe_Height_Swing,Mean_Ankle_Toe_Height,Mean_Ankle_Toe_Height_Stance,Mean_Ankle_Toe_Height_Swing,variation_mean_asis_height,variation_mean_asis_height_stance,variation_mean_asis_height_swing,Unnamed: 0_x,Unnamed: 0_y,exptype
1941,527,week9,speed32,0.32,5.022222222222222,92.76430029827989,0.39813333333333334,0.2667555555555555,12.790247405185655,53.421715151841354,3.7792793138118976,55.172141656865584,,49.93543861931434,2.8771479677248415,75.77144512467848,,73.77348345387101,18.548525778925992,79.53130594430566,27.89181929590221,61.353150824959236,8.375912164253045,62.36997841392558,6.9672209862352945,59.30878069205559,9.330216240709033,95.97777606911384,5.618151719508099,95.97739545695129,4.119465471136122,95.98444757012544,7.461191182952957,62.57731690361983,60.52694835022509,60.98018327791502,46.94204052467409,45.03107079276598,46.13097357696674,29.12458924717134,26.558331182424894,28.3056627146243,27.295165428923728,19.737943917608685,27.295165428923728,54.070242718731336,54.114415522191,55.52094010869281,39.119703680614194,39.17316657019316,41.93777929080278,17.3470980345621,17.74493553393303,19.658606258582793,7.816834696191221,7.86715907229687,10.656070374364235,57.716555484931185,57.10738717450661,58.844772434589466,42.42014539689456,41.29316393056866,44.64293047854357,22.04901144791317,20.907308863755738,24.18959474583325,16.935492750314637,14.744017943680893,21.327608710604,38.125305063804724,39.35791841292763,35.73359666326844,17.754171114823333,18.972063346114705,15.28026093055813,12.640652417224803,12.808772426039859,12.418274895328876,2.6482065052219714,1.940196350394068,1.8915180777264475,26.0,26,ctrl
1942,527,week9,speed4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,ctrl
1943,527,week9,speed8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,ctrl
1944,528,baseline,speed0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,dreadds
1945,528,baseline,speed12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,dreadds
1946,528,baseline,speed16,0.16,3.71875,80.47477483433529,0.576875,0.433625,13.81637099350231,49.84933657988367,3.4020422583593755,50.98420930945108,1.9337152546122935,46.33080054716349,3.344543329819185,64.84167595199696,15.010648161934565,63.694056671745784,13.407612278724573,67.5026173869687,17.187118250253622,42.91332542848538,12.669821312744949,43.493871036908004,11.447979779433417,41.12797004341469,14.22702570387183,76.94403295728344,2.442963057510884,77.24960443604539,2.146046758827398,76.08402281187679,1.4391090271527105,57.57685441438302,56.117285221366465,56.51280814841462,42.95174849866947,40.617577992899086,42.66211365944827,35.31716434148907,32.66440671482161,34.29303378731746,28.917407241945998,21.03690718740642,28.917407241945998,49.81136281015737,49.89144888007098,53.47627037086757,33.38077853326109,33.43558439102756,37.75162890175725,21.898699353134205,21.898699353134205,26.7380801058788,3.5456231310109474,3.8762907331844056,4.831544159159977,53.1044609673204,52.07142051860406,55.508183080648124,37.16596218392639,35.60923922040597,41.074959029432634,26.72739429934432,24.926610737450464,31.373360705866574,13.999255040081412,11.857316098202578,19.74859283196687,33.91083779648966,34.522028011252985,31.897576495947998,23.47226991190759,23.839399528297484,22.19597817238194,10.745129649954531,10.770104889049598,10.574479426829104,2.406172029800935,1.7558531383957838,0.9385419950405526,27.0,27,dreadds
1947,528,baseline,speed20,0.2,4.324324324324325,73.41549125265885,0.4507027027027027,0.31308108108108107,14.581471388328584,55.88515900557561,3.5684839172672396,57.640352419963754,1.609657151020787,52.4122010406825,3.205855219214563,75.04094115726738,13.920820426059116,74.5095102865279,12.249610582044221,76.39778006456268,16.06563867304577,50.03237721152793,13.882093178678597,51.4506787784346,12.458167200379346,47.31374871291831,15.22591119147929,79.13788538236766,2.1630579724066754,79.3913611735392,1.9642452251046425,78.72532115723294,1.721697508045448,63.71583404369913,62.29711687917909,63.31507486143814,48.113375014187454,45.706097388548585,47.916305936243354,39.058513587697504,36.436307699660965,38.73197413749233,30.746046226241436,23.171490275931188,30.746046226241436,56.971285377749254,57.003537191090615,60.62465998208826,38.85769837107097,38.88564995498437,43.41734090328912,27.411782255172028,27.411782255172028,32.10158972223208,4.966692518582739,5.347037744075678,6.511225231796528,59.86051328716884,58.777744243120075,62.408124332030134,42.69158212756259,41.05904900652383,46.44094245958756,31.892431746167883,29.91664848455921,36.171189815610205,15.843693181628378,13.121775049989331,21.740259828708055,38.716227845969364,39.92165718336751,36.445019168239924,27.917077464574653,28.779256661402894,26.175266524262568,11.868338900035146,11.984383226833012,11.744336537360416,2.1980392294846425,1.480215492822732,0.8329952823415011,27.0,27,dreadds
1948,528,baseline,speed24,0.24,4.714285714285714,76.99644685895656,0.4164761904761905,0.28476190476190477,13.446653603368933,57.52145054640954,3.4308271193324282,59.00794165889461,1.767410468613772,54.80901528986407,3.1208819595533495,76.06264020289923,14.064192186484748,75.15774182674885,12.73846006950158,,15.623394016732588,52.74117337716683,14.464649518886063,53.904710198223384,13.253206584686655,50.34352781283195,15.937507546064651,79.70202857204443,2.2094323457577114,80.04595050456699,1.886974851109154,78.767243082038,1.8054676335784559,65.32729915218317,63.85685704441384,64.93202773907899,49.276417215896245,47.03714179254335,49.09091971809404,39.8113633042765,37.16978463133754,39.57234817810362,29.918138838554516,23.184260889411156,29.918138838554516,58.065665450748526,58.065665450748526,62.06515042002136,39.74104597947339,39.74104597947339,44.82117210328783,28.42936753550827,28.42936753550827,32.7853328489752,4.739481211477526,5.0482793585024055,6.1844967884493816,61.199310906045035,59.96716826911726,63.996775713921,43.749882410466576,41.97814917995808,47.73417026438615,32.78669401253661,30.80616832477679,36.91499755228737,15.344217713034762,12.64784120484195,21.03926325125206,40.07202205083109,41.01892256973544,38.546409840329225,29.108833652901115,29.84694171455414,27.72723712823044,11.66716083044043,11.688614594619303,11.854362260194552,2.4327621013317104,1.6921969144774571,0.885841727557997,27.0,27,dreadds
1949,528,baseline,speed28,0.28,5.130434782608695,78.01247870911774,0.38921739130434785,0.25678260869565217,12.579720265620635,60.38223395779149,3.286213805184247,62.21219631263127,1.3696857157377864,57.05833590898798,2.9993666267967742,80.26022750739946,14.472600947200716,80.18151145135008,12.914303986915884,80.59888936807315,16.559221044282932,56.69308154823999,15.339052295914142,58.39531119874768,13.990871978006586,53.49476380004409,16.920701527433383,80.12981186251771,1.9600246968875765,80.5254252928411,1.7034499567561494,79.35275871821658,1.6055107378065891,66.7357231897814,65.74955871175362,66.42340995972674,50.315951369438054,48.750339487571594,50.210545883841384,39.99394759574773,38.50653118114884,39.663431626225986,30.055150225158314,24.12475847293794,30.055150225158314,61.651295488749994,61.667154311445636,64.35961592442823,43.01671166271919,43.0524389827837,46.88206686898332,30.229860852830488,30.229860852830488,34.30715057062694,5.056926824717366,5.450735032925062,6.299002317065999,64.05920086629513,63.19686981060447,65.76521958371276,46.434324123494164,45.05727658510897,49.128982570891644,34.37199488111232,32.8496470139351,37.32056074180026,15.988117603761212,13.39773566059791,20.935689767532708,42.757357214990535,44.07260308713577,40.42209889616685,30.69502797260869,31.864973515961893,28.613677067075464,12.311150695257583,12.413062162624701,12.228806092807911,1.6742893641024106,1.251657531863889,0.6400810858003044,27.0,27,dreadds
1950,528,baseline,speed32,0.32,5.711538461538462,77.08883358427131,0.34284615384615386,0.21646153846153846,12.576672760283326,58.43935420789058,3.2308514797636407,60.211270142962036,1.690484962336361,55.71882638564182,2.8394388445578325,78.04559114538394,15.13651339176665,77.55555747988328,13.597688474133502,79.23458717104982,16.927016749242604,54.87405286954914,14.98320631660397,56.55722324277672,13.742315420690439,52.1241987096993,16.252442801842616,79.01728551809923,2.3107249709478292,79.35706600121279,2.1165055173728304,78.39607384633176,1.8403247348233054,65.99457117326429,64.80938144441701,65.47871926874471,49.96586980974374,48.19120762315711,49.65540089179296,39.83923935858938,38.348186912402014,39.2570713248585,29.50445885746,23.947083786854783,29.50445885746,59.45146576075899,59.46654805537805,62.83940021259685,41.66610820462659,41.70869057704206,46.16111124117817,28.03520359059375,28.03520359059375,32.94870600068662,5.337161379130563,5.742226436584932,6.828979691187139,62.489278901425074,61.2840895211009,64.647734440927,45.55902499615103,43.84719887200035,48.55558638163987,33.132895293690744,31.203875929885946,36.45586622727532,16.150676765658,13.255040359149039,21.014115712646632,41.50910030261654,42.77437949386148,39.626678326354686,29.08297060015625,30.131056551747072,27.526958171990138,12.100752072123507,12.182220981010172,12.085207657361451,2.1986480720535146,1.6299885984327482,0.8154855576021743,27.0,27,dreadds
1951,528,baseline,speed4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,dreadds
1952,528,baseline,speed8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,dreadds
1953,528,week2,speed0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,dreadds
1954,528,week2,speed12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,dreadds
1955,528,week2,speed16,0.15999999999999998,3.413793103448276,73.14804284227483,0.6150344827586206,0.4216551724137931,19.372484215968747,40.14896390420247,5.204722859458858,42.144552319957754,3.214258466685049,36.25056801694392,4.763862638766754,84.19699390038024,32.41238276907178,80.73951905310895,26.54798834277905,91.65110978596097,39.11090946665715,47.28844072374724,5.974895137601518,48.21824611588028,3.875318932249798,45.18615386487574,7.507525883714918,79.41560468509542,2.306925088477571,79.65470798741615,1.5983319875248996,78.78733258522533,2.8882229097170344,49.270129859576954,48.736534653209915,46.89542469604151,38.85363680361706,37.97206422212621,37.048628596569145,21.59791973568928,19.726166359708778,19.511269128345177,25.340099945790296,19.8800090831194,24.946970286328902,41.36538024491655,42.22756169521786,42.601033719877,30.431206052692353,31.70819934578542,31.887298139699823,10.983850222222598,12.446294315554372,12.544436008847917,9.72960487150115,10.771033776442168,11.0005398562406,45.36042112848865,45.65986023559132,44.86771147689062,34.88575196278337,35.06000237901418,34.684770651694166,16.01446509030021,16.131605972564877,15.940880946740545,16.926420458234706,16.632375297067973,17.78193060420583,30.52077547774143,32.31969445766511,27.046198038754365,14.017667870514842,15.052961075453926,11.944534397324235,14.816964045856402,15.29895799233648,13.87118952918457,2.406473978403143,1.9851541209887544,1.3804490425925997,27.0,27,dreadds
1956,528,week2,speed20,0.2,3.8484848484848486,73.3277155231474,0.5073939393939394,0.33684848484848484,21.00440052095501,41.320243296375,5.741905985918211,41.80723971758129,3.8848275413774496,40.20642409890057,5.895719877356979,81.898840634472,34.17368439630536,77.71041419312542,29.32103389518446,89.24501486585376,40.568940083100664,45.76443147049452,6.074050241153928,47.05367615532984,4.276100896699966,43.18660553762836,7.33353819995802,80.30099908546428,,80.40028879628152,1.8588048285840835,79.84447089455531,2.9818466052756256,56.60267647198439,56.47120790844576,54.36758496613766,46.30810674431329,46.07112488645371,44.517920562897984,28.51248562814379,27.538182030743865,27.078664160192687,33.92021852468774,29.49559248871092,33.470839515308285,49.69952518108872,50.67718664112349,50.71857720522456,38.880284305445684,39.96029373459123,39.94021980297249,19.638125267283044,20.798973126862148,20.69013385671261,18.397722960919094,19.22132148379364,19.934278992021905,53.3890765467072,53.79284339684807,52.62107464166205,42.944221268464275,43.31109410403046,42.3637509932222,24.163175736828027,24.421679472361756,23.839155259494362,26.20998411707396,25.78914025180292,27.148936256587763,31.356693270664415,31.80119722739467,30.433022165234696,14.008940071834223,14.301314144030242,13.400638590916335,,15.338644285082143,16.188057595377213,2.0079717128929726,1.830882659444827,,27.0,27,dreadds
1957,528,week2,speed24,0.23999999999999996,4.27027027027027,75.24408037003906,0.4643243243243243,0.2827027027027027,24.77850248653365,38.96859286034158,6.713988683653404,40.24924723666223,5.63399989549483,37.256670346505786,6.174154679361047,84.2509028442376,35.251412338077664,80.23272155201366,29.74808190095308,92.12421789968563,38.794360794105685,43.71289176062682,6.168151675645182,45.17243672839824,4.113371485911108,41.87172216182263,7.238111834800004,80.03149142436138,2.5751775363640825,79.97206111284761,1.8892186854773418,80.09754058245777,2.827866857622828,54.348899788558285,54.19310686607583,52.13317523790021,44.051632455266294,43.79974591716654,41.97232987531806,25.86140703937507,25.046563130246277,24.269388898218317,33.558130431676474,29.56837331633699,32.78436100090482,48.37703895244815,49.27321395804954,49.051531020207584,37.35579762545845,38.094749672627366,37.942667194905894,17.063824909122506,18.26457246332669,18.007224733043596,,19.010102914710842,,51.346847363132326,51.922276306863,50.63364186065084,40.64689696486987,41.129020432267076,40.07890245345224,21.48339313952339,21.974138751940124,20.970391589055815,25.758450217882604,,26.35773972861688,29.254279854652992,30.540884509649096,27.499085856531345,13.05431457000085,14.115505948004127,11.53654453520042,,,,1.8315978732071765,1.5958467149362385,0.9893122918564764,27.0,27,dreadds
1958,528,week2,speed28,0.28,5.25531914893617,80.82819707833649,0.3747234042553192,0.22178723404255318,,38.9797679239443,,40.39345041256601,,37.64100708055466,,88.32071193875153,33.09785667704898,84.68881507617033,28.32296307976379,94.95773055146498,36.8485348786933,42.48750181488428,5.649354345320877,43.36668244294828,3.5938627248191257,41.146873154611484,6.5824376017619,79.48897109542109,2.5496534578152965,79.33423334419925,1.763777834250505,79.67038773562588,2.8233480379282274,57.26265581984969,56.56947431594585,55.80733869775064,45.179603161270684,44.37019017853334,43.748167547683806,28.276151825997832,26.358191641805863,26.950468167367397,34.36732985645682,30.061398635734697,33.286879878985886,50.74943016295572,51.76226731450971,51.4492883949591,38.166520176877036,39.08433867993869,38.92085942497124,18.65078365722489,20.015659492437198,19.781183997546044,18.286040154479483,19.072685616352505,19.529636221386706,54.06782967922279,54.379454971824835,53.66174326368492,41.717733154508075,41.978142551032,41.37380924298178,23.29865126465893,23.47462849622022,23.088653625364337,25.92474122662594,25.733126506824,26.303539213812016,29.444642169040566,30.714658473754273,28.107737468176982,16.720956789676606,17.490927215173297,15.768028030101101,,,,2.023195839628944,1.567454833113696,1.4409420639066375,27.0,27,dreadds
1959,528,week2,speed32,0.32,4.813953488372093,,0.40241860465116275,0.22725581395348837,35.453460140774986,43.032478081456986,9.99357574879159,44.176249280934194,8.800200031347677,41.77736534227455,9.67960060333072,82.23574379711562,34.6975822408342,77.3327182582061,29.86055385941694,91.22676730110464,37.40084912416326,42.72874065374292,5.9106990196886295,44.29471569513367,3.6888543493856965,40.585440835266105,7.005075956501156,79.83470888517104,,79.95725001861061,,79.6659584787375,3.3190813200714766,68.57732177977888,68.09367648712083,67.27990073838099,57.439483452343275,56.68054991049484,56.32165485555139,40.43363536938489,38.563563187184926,39.451512926050405,47.10752666913011,42.437005440047166,46.67331279701372,62.576621092859895,63.95780313969899,63.07983438971011,50.385811456096775,51.40309880021619,50.87684207577409,30.804935333946386,31.912722186455767,31.803492141897554,30.146859357261313,30.915033632126878,32.16393827341568,65.84576371791917,66.1927539397535,65.21324934017655,54.09833690122616,54.2380662718497,53.75489559022426,35.46922285117313,35.46499749137259,35.2801607624844,38.83032258040905,38.11633396189776,39.76178522986407,31.953902744978755,32.74216788783378,31.136791344350737,14.888419390405465,15.519326300459603,14.276418571450808,18.13566944026023,18.047267126664146,18.61955296000159,1.7770885014635154,1.4090475186997278,1.3822926198931649,27.0,27,dreadds
1960,528,week2,speed4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,dreadds
1961,528,week2,speed8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,dreadds
1962,528,week3,speed0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,dreadds
1963,528,week3,speed12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,dreadds
