scorer,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000
bodyparts,shoulder,shoulder,shoulder,elbow,elbow,elbow,wrist,wrist,wrist
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,945.3273315429688,172.73428344726562,0.9463194608688354,950.336669921875,259.7823791503906,0.7640580534934998,981.833740234375,310.45159912109375,0.9699678421020508
1,944.9497680664062,172.9277801513672,0.9404226541519165,950.2200317382812,259.8107604980469,0.7698068618774414,981.7608032226562,310.093017578125,0.9713622331619263
2,945.4150390625,172.8762664794922,0.9389799237251282,950.1348876953125,259.9755859375,0.7646639347076416,981.7589721679688,310.3039245605469,0.9710137844085693
3,945.2608642578125,173.23013305664062,0.9396660923957825,949.9931030273438,259.48577880859375,0.7656916379928589,981.8609619140625,309.96771240234375,0.971579909324646
4,945.0695190429688,173.16046142578125,0.9384368062019348,950.4730834960938,259.4130859375,0.7824329137802124,981.5115356445312,309.7160949707031,0.9738871455192566
5,944.9307250976562,173.8130340576172,0.9363316297531128,950.1761474609375,259.2660217285156,0.7962281703948975,981.3967895507812,309.6274719238281,0.9758087992668152
6,945.1218872070312,173.73580932617188,0.9451159238815308,950.2689819335938,259.0274353027344,0.7965781092643738,980.8328247070312,308.8326110839844,0.9806822538375854
7,945.1116943359375,173.24127197265625,0.9436739087104797,949.7876586914062,259.32379150390625,0.7877897620201111,980.66845703125,308.4900817871094,0.9817380309104919
8,944.8946533203125,173.10987854003906,0.9517199993133545,949.3285522460938,258.8349914550781,0.7902827858924866,980.5596313476562,308.4257507324219,0.9821985363960266
9,944.7254638671875,173.3313751220703,0.9535962343215942,949.4017944335938,258.5405578613281,0.7885485887527466,980.3468627929688,307.9402770996094,0.983312726020813
10,944.2354736328125,173.4055938720703,0.9545378088951111,949.0357055664062,258.8204345703125,0.7981506586074829,980.3248901367188,308.0105895996094,0.9828126430511475
11,944.23046875,172.27101135253906,0.9572520852088928,949.0781860351562,258.9371643066406,0.7972875833511353,980.129150390625,307.9917907714844,0.9837571382522583
12,943.8777465820312,173.06573486328125,0.9549088478088379,949.3240966796875,258.79290771484375,0.7861184477806091,979.9407348632812,307.6173095703125,0.9848344326019287
13,944.0413208007812,173.02503967285156,0.9524921178817749,948.55517578125,259.2051086425781,0.7851537466049194,979.7872314453125,307.620849609375,0.9847675561904907
14,943.9540405273438,172.93014526367188,0.9506900906562805,948.693603515625,259.0815734863281,0.787102222442627,979.9939575195312,307.7156066894531,0.9840769171714783
15,943.9392700195312,172.8023681640625,0.9522275924682617,948.3221435546875,259.4201965332031,0.7724641561508179,979.921875,307.58392333984375,0.9837160110473633
16,944.0923461914062,171.9342803955078,0.9569048881530762,948.0914306640625,259.49951171875,0.7733790874481201,979.9364624023438,307.391845703125,0.9836117625236511
17,943.8720703125,173.02391052246094,0.9507672786712646,948.2320556640625,259.17828369140625,0.7961689233779907,979.9562377929688,307.376953125,0.9830211400985718
18,944.0624389648438,173.17449951171875,0.9522652626037598,948.4249877929688,259.0458984375,0.7962563037872314,979.9423217773438,307.34716796875,0.9839175343513489
19,944.2160034179688,171.9783935546875,0.9581146240234375,948.3889770507812,258.993896484375,0.7985209226608276,979.9498291015625,307.2708740234375,0.9840248227119446
20,944.2136840820312,172.75013732910156,0.9510217905044556,948.8407592773438,258.5291442871094,0.7928081750869751,980.2330932617188,307.4555969238281,0.9837555289268494
21,944.509765625,172.0272216796875,0.9585126638412476,948.8611450195312,258.62457275390625,0.7902215719223022,980.3568725585938,307.3321533203125,0.9833188056945801
22,944.337646484375,172.76890563964844,0.950335681438446,949.2699584960938,258.484619140625,0.7853504419326782,980.614990234375,307.3553466796875,0.9838488101959229
23,944.654052734375,172.60757446289062,0.9503685235977173,949.173583984375,258.85845947265625,0.8008406162261963,980.7554321289062,307.1822509765625,0.9832020998001099
24,944.7314453125,172.38015747070312,0.9503569602966309,949.1677856445312,258.932373046875,0.8041743040084839,981.06201171875,307.54345703125,0.9810283184051514
25,945.3995971679688,171.4219970703125,0.9406651258468628,949.4682006835938,259.07989501953125,0.8014793992042542,981.3983154296875,307.7686767578125,0.9796384572982788
26,945.2405395507812,171.80616760253906,0.9456815719604492,950.3015747070312,257.99908447265625,0.8049215078353882,981.917724609375,308.01300048828125,0.9771844148635864
27,945.248779296875,171.53323364257812,0.9382302761077881,950.3195190429688,258.0520324707031,0.8006262183189392,982.4689331054688,308.4366760253906,0.973291277885437
28,945.2959594726562,172.725830078125,0.9514501690864563,950.5955200195312,258.0643005371094,0.8044266700744629,982.62744140625,308.6684265136719,0.9729328155517578
29,945.4327392578125,173.23580932617188,0.9496945142745972,951.2998657226562,258.0584716796875,0.7843396663665771,982.8576049804688,308.7718200683594,0.9708311557769775
30,945.3811645507812,172.9715118408203,0.9515698552131653,951.65771484375,258.01361083984375,0.7769138216972351,982.9793090820312,308.8506164550781,0.9705964922904968
31,945.849365234375,173.33370971679688,0.9476191997528076,951.7714233398438,258.3529052734375,0.7752254009246826,982.9243774414062,308.66400146484375,0.9712860584259033
32,943.986572265625,177.14064025878906,0.9526700377464294,951.4290771484375,258.0413513183594,0.8045215606689453,982.987060546875,308.6082763671875,0.9708030223846436
33,944.1412963867188,177.4989471435547,0.9524352550506592,951.5259399414062,258.1466979980469,0.8064574003219604,983.0305786132812,308.74139404296875,0.9680144786834717
34,943.8773193359375,177.24534606933594,0.9545912146568298,951.1376953125,258.25054931640625,0.8114243745803833,982.8106689453125,308.37042236328125,0.9717422127723694
35,943.9136352539062,177.5703582763672,0.9524533748626709,951.6555786132812,258.2956848144531,0.7896468043327332,983.1853637695312,308.43658447265625,0.9687585830688477
36,944.18310546875,177.32601928710938,0.9494786262512207,952.0355224609375,258.1544494628906,0.7801421880722046,983.3519287109375,308.1319274902344,0.9701328277587891
