scorer,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000,DLC_resnet50_thomas_networkOct2shuffle1_200000
bodyparts,shoulder,shoulder,shoulder,elbow,elbow,elbow,wrist,wrist,wrist
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,993.2738037109375,325.5701599121094,0.04629814624786377,1457.5,627.5407104492188,0.3251801133155823,965.2142333984375,409.27569580078125,0.391556978225708
1,992.8258666992188,325.55767822265625,0.06851646304130554,1457.0936279296875,626.7973022460938,0.4318876564502716,963.0847778320312,403.635009765625,0.9162119626998901
2,1828.571044921875,2.898695468902588,0.014149725437164307,1456.3592529296875,632.5682373046875,0.33390575647354126,961.2216796875,398.84759521484375,0.9101437330245972
3,1827.5316162109375,2.2436437606811523,0.011586427688598633,1444.8348388671875,626.3894653320312,0.24784237146377563,954.2802124023438,404.03790283203125,0.25289517641067505
4,981.7958374023438,326.8652038574219,0.023766785860061646,1455.142333984375,634.578857421875,0.2247927486896515,949.3186645507812,407.5035095214844,0.43382519483566284
5,977.4768676757812,319.80108642578125,0.03510221838951111,1444.50634765625,633.0682983398438,0.15823832154273987,947.6920776367188,405.8888854980469,0.6063819527626038
6,2043.981689453125,1.9833183288574219,0.02178269624710083,1444.98193359375,632.7705078125,0.2121289074420929,945.811279296875,402.3260498046875,0.0464722216129303
7,2044.2578125,1.7628962993621826,0.020051777362823486,1444.3187255859375,632.7752685546875,0.19771111011505127,936.4367065429688,403.865234375,0.21370694041252136
8,2044.5447998046875,1.5144691467285156,0.013356178998947144,1443.912353515625,634.1222534179688,0.13813695311546326,1459.0146484375,668.2384643554688,0.011330634355545044
9,2044.133056640625,1.8818342685699463,0.022554457187652588,1441.85888671875,633.5260009765625,0.2282487154006958,933.0459594726562,386.35528564453125,0.03216552734375
10,2044.2762451171875,1.7740414142608643,0.018259435892105103,1440.133544921875,634.0979614257812,0.18000760674476624,930.6698608398438,382.4010314941406,0.2894443869590759
11,930.0890502929688,350.2567138671875,0.010630369186401367,1439.6917724609375,634.2784423828125,0.12295413017272949,925.898193359375,383.05548095703125,0.38705047965049744
12,2044.2862548828125,2.330679178237915,0.019701004028320312,1435.631103515625,633.7520141601562,0.09635549783706665,916.4879760742188,387.140869140625,0.16169506311416626
13,2043.9002685546875,2.607818603515625,0.027786433696746826,1435.3961181640625,635.3201904296875,0.09402740001678467,916.5857543945312,380.540771484375,0.03974643349647522
14,2043.766845703125,2.950800895690918,0.022860348224639893,1427.5294189453125,632.5420532226562,0.03785824775695801,916.2305297851562,374.4938659667969,0.004394948482513428
15,2042.43798828125,2.861044406890869,0.022237300872802734,1419.026123046875,632.4813842773438,0.006776779890060425,961.932373046875,542.451416015625,0.019723474979400635
16,2043.1429443359375,2.9320192337036133,0.028307974338531494,1424.1400146484375,625.7608032226562,0.015160679817199707,949.3361206054688,540.7245483398438,0.013094127178192139
17,2043.6827392578125,2.8922958374023438,0.029969334602355957,1387.8101806640625,604.7706298828125,0.0025340616703033447,2045.848388671875,3.2865090370178223,0.005090624094009399
18,2043.8697509765625,2.779892921447754,0.03248724341392517,2043.716552734375,2.7186899185180664,0.002633422613143921,2045.5966796875,3.277669668197632,0.005828887224197388
19,2043.0592041015625,2.507350444793701,0.030463993549346924,2043.2486572265625,2.6400980949401855,0.002862304449081421,947.4014892578125,541.736083984375,0.012887239456176758
20,2043.0050048828125,2.4234747886657715,0.032141804695129395,2043.0184326171875,2.909262180328369,0.0028825700283050537,947.5547485351562,540.6319580078125,0.01223987340927124
21,2042.9910888671875,2.1421279907226562,0.025992929935455322,2042.8590087890625,2.634500503540039,0.002303481101989746,941.6696166992188,545.1937255859375,0.005846083164215088
22,2043.150634765625,2.067516326904297,0.02958330512046814,2043.037353515625,2.5324649810791016,0.0030114054679870605,902.4441528320312,522.4711303710938,0.009867846965789795
23,2043.1234130859375,2.069474458694458,0.029705703258514404,2043.03515625,2.5461156368255615,0.0031196773052215576,1122.9337158203125,569.7877807617188,0.011705756187438965
24,2043.4774169921875,2.0196051597595215,0.02879422903060913,2043.1275634765625,2.3753674030303955,0.0027996301651000977,909.4324951171875,522.4725341796875,0.012585431337356567
25,2043.89306640625,2.148594856262207,0.030829310417175293,990.31689453125,530.8020629882812,0.005625396966934204,902.325439453125,521.8631591796875,0.00946161150932312
26,2043.853271484375,2.2030134201049805,0.030264586210250854,997.8984985351562,530.8914184570312,0.015401512384414673,1120.75146484375,566.7662353515625,0.016797423362731934
27,2043.944091796875,2.302989959716797,0.033498525619506836,989.9907836914062,531.5176391601562,0.00629153847694397,1121.2315673828125,566.9027099609375,0.032767802476882935
28,2043.9620361328125,2.578418731689453,0.038702696561813354,990.3970947265625,531.797119140625,0.0040333569049835205,1120.7740478515625,566.7343139648438,0.016878515481948853
29,2043.9298095703125,2.7147116661071777,0.039134204387664795,996.7693481445312,538.335693359375,0.00497773289680481,2045.893310546875,3.313579797744751,0.005179166793823242
30,2043.5206298828125,2.5954642295837402,0.03825962543487549,2043.2657470703125,2.8461947441101074,0.0031321346759796143,1115.30517578125,565.2959594726562,0.017097383737564087
31,2043.661865234375,2.609138011932373,0.03824976086616516,2043.4044189453125,2.7403299808502197,0.003076910972595215,1120.7303466796875,576.2102661132812,0.02276003360748291
32,2043.4786376953125,2.697523355484009,0.03985986113548279,2043.383056640625,2.7605013847351074,0.0028699636459350586,1121.1334228515625,576.8001708984375,0.024433225393295288
33,2043.252197265625,2.5860185623168945,0.048735231161117554,2042.9268798828125,2.9735031127929688,0.0033648312091827393,1120.191162109375,579.4749145507812,0.025243788957595825
34,2043.3765869140625,2.7448434829711914,0.05432155728340149,2042.966552734375,3.0974442958831787,0.0035161972045898438,1119.9732666015625,580.4215087890625,0.044850289821624756
35,2043.59423828125,2.50006365776062,0.0398578941822052,2043.170166015625,3.030472755432129,0.0030554533004760742,1121.6329345703125,579.9267578125,0.02590346336364746
