scorer,DLC_resnet50_LRN_reachJul8shuffle1_200000,DLC_resnet50_LRN_reachJul8shuffle1_200000,DLC_resnet50_LRN_reachJul8shuffle1_200000,DLC_resnet50_LRN_reachJul8shuffle1_200000,DLC_resnet50_LRN_reachJul8shuffle1_200000,DLC_resnet50_LRN_reachJul8shuffle1_200000,DLC_resnet50_LRN_reachJul8shuffle1_200000,DLC_resnet50_LRN_reachJul8shuffle1_200000,DLC_resnet50_LRN_reachJul8shuffle1_200000,DLC_resnet50_LRN_reachJul8shuffle1_200000,DLC_resnet50_LRN_reachJul8shuffle1_200000,DLC_resnet50_LRN_reachJul8shuffle1_200000
bodyparts,scapula,scapula,scapula,shoulder,shoulder,shoulder,elbow,elbow,elbow,wrist,wrist,wrist
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1473.0576171875,277.46246337890625,0.9995878338813782,1404.1317138671875,408.3207702636719,0.9969063997268677,1472.715087890625,607.2842407226562,0.9982171058654785,1388.2081298828125,621.63916015625,0.9982672929763794
1,1473.5904541015625,275.47332763671875,0.9995865821838379,1402.781005859375,407.6086730957031,0.9968166947364807,1472.1812744140625,608.5702514648438,0.9982542991638184,1388.681640625,620.921630859375,0.9984593987464905
2,1471.9434814453125,273.8125,0.9991811513900757,1402.3173828125,407.01629638671875,0.9972014427185059,1471.9718017578125,607.5939331054688,0.9979523420333862,1389.0706787109375,620.0374145507812,0.9984017610549927
3,1471.605224609375,272.1611633300781,0.998464047908783,1400.2340087890625,408.4865417480469,0.9977954626083374,1471.7930908203125,606.732177734375,0.9975610971450806,1388.5863037109375,619.7924194335938,0.9984368085861206
4,1471.36181640625,271.4347839355469,0.9990332126617432,1400.4913330078125,406.7782897949219,0.9977624416351318,1471.60009765625,606.2722778320312,0.9961901903152466,1387.24609375,618.9497680664062,0.9981180429458618
5,1470.580810546875,270.5917053222656,0.9988329410552979,1399.6728515625,407.07830810546875,0.997330904006958,1471.5701904296875,605.1846923828125,0.9968252778053284,1387.59326171875,619.07421875,0.9984167814254761
6,1471.4443359375,269.090087890625,0.998428463935852,1399.8563232421875,406.1405029296875,0.997475802898407,1470.3541259765625,604.8766479492188,0.9946620464324951,1387.40283203125,618.7300415039062,0.9982032179832458
7,1471.7021484375,268.7854309082031,0.9986814260482788,1398.604736328125,404.4218444824219,0.998505175113678,1469.896728515625,604.0233764648438,0.9938591718673706,1386.4368896484375,618.5335083007812,0.9980496168136597
