framenum,TS,NFRAME,SEC,USEC,GPI_LVL,BLK_LVL,FPS
0,1699636367281476,48531,560,6179,0,0,0.007
1,1699636367285480,48532,560,10186,0,0,249.750
2,1699636367289478,48533,560,14190,0,0,250.125
3,1699636367293491,48534,560,18197,0,0,249.190
4,1699636367297502,48535,560,22204,0,0,249.314
5,1699636367301508,48536,560,26209,0,0,249.626
6,1699636367305499,48537,560,30216,0,0,250.564
7,1699636367309521,48538,560,34223,0,0,248.633
8,1699636367313513,48539,560,38227,0,0,250.501
9,1699636367317566,48540,560,42234,0,0,246.731
10,1699636367321537,48541,560,46241,0,0,251.826
11,1699636367325535,48542,560,50246,0,0,250.125
12,1699636367329541,48543,560,54253,0,0,249.626
13,1699636367333578,48544,560,58257,0,0,247.709
14,1699636367337552,48545,560,62264,0,0,251.636
15,1699636367341570,48546,560,66271,0,0,248.880
16,1699636367345573,48547,560,70276,0,0,249.813
17,1699636367349577,48548,560,74283,0,0,249.750
18,1699636367353599,48549,560,78290,0,0,248.633
19,1699636367357586,48550,560,82294,0,0,250.815
20,1699636367361590,48551,560,86301,0,0,249.750
21,1699636367365595,48552,560,90306,0,0,249.688
22,1699636367369615,48553,560,94313,0,0,248.756
23,1699636367373603,48554,560,98320,0,0,250.752
24,1699636367377608,48555,560,102324,0,0,249.688
25,1699636367381611,48556,560,106331,0,0,249.813
26,1699636367385632,48557,560,110338,0,0,248.694
27,1699636367389641,48558,560,114343,0,0,249.439
28,1699636367393638,48559,560,118350,0,0,250.188
29,1699636367397636,48560,560,122354,0,0,250.125
30,1699636367401650,48561,560,126361,0,0,249.128
31,1699636367405664,48562,560,130368,0,0,249.128
32,1699636367409664,48563,560,134373,0,0,250.000
33,1699636367413667,48564,560,138380,0,0,249.813
34,1699636367417697,48565,560,142387,0,0,248.139
35,1699636367421680,48566,560,146391,0,0,251.067
36,1699636367425695,48567,560,150398,0,0,249.066
37,1699636367429699,48568,560,154405,0,0,249.750
38,1699636367433722,48569,560,158410,0,0,248.571
39,1699636367437719,48570,560,162417,0,0,250.188
40,1699636367441721,48571,560,166421,0,0,249.875
41,1699636367445724,48572,560,170428,0,0,249.813
42,1699636367449740,48573,560,174435,0,0,249.004
43,1699636367453744,48574,560,178440,0,0,249.750
44,1699636367457754,48575,560,182447,0,0,249.377
45,1699636367461745,48576,560,186454,0,0,250.564
46,1699636367465748,48577,560,190458,0,0,249.813
47,1699636367469762,48578,560,194465,0,0,249.128
48,1699636367473776,48579,560,198470,0,0,249.128
49,1699636367477778,48580,560,202477,0,0,249.875
50,1699636367481791,48581,560,206484,0,0,249.190
51,1699636367485799,48582,560,210488,0,0,249.501
52,1699636367489809,48583,560,214495,0,0,249.377
53,1699636367493798,48584,560,218502,0,0,250.689
54,1699636367497802,48585,560,222507,0,0,249.750
55,1699636367502226,48586,560,226514,0,0,226.040
56,1699636367505867,48587,560,230521,0,0,274.650
57,1699636367509879,48588,560,234525,0,0,249.252
58,1699636367513870,48589,560,238532,0,0,250.564
59,1699636367517898,48590,560,242536,0,0,248.262
60,1699636367521893,48591,560,246544,0,0,250.313
61,1699636367525997,48592,560,250551,0,0,243.665
62,1699636367529993,48593,560,254555,0,0,250.250
63,1699636367534008,48594,560,258562,0,0,249.066
64,1699636367537893,48595,560,262569,0,0,257.400
65,1699636367541947,48596,560,266573,0,0,246.670
66,1699636367545906,48597,560,270581,0,0,252.589
67,1699636367549707,48598,560,274585,0,0,263.089
68,1699636367553990,48599,560,278592,0,0,233.481
69,1699636367558000,48600,560,282599,0,0,249.377
70,1699636367561997,48601,560,286603,0,0,250.188
71,1699636367566013,48602,560,290610,0,0,249.004
72,1699636367570042,48603,560,294618,0,0,248.201
73,1699636367574033,48604,560,298622,0,0,250.564
74,1699636367578042,48605,560,302629,0,0,249.439
75,1699636367582055,48606,560,306633,0,0,249.190
76,1699636367586064,48607,560,310640,0,0,249.439
77,1699636367590071,48608,560,314647,0,0,249.563
78,1699636367594076,48609,560,318652,0,0,249.688
79,1699636367598077,48610,560,322659,0,0,249.938
80,1699636367602087,48611,560,326666,0,0,249.377
81,1699636367606077,48612,560,330670,0,0,250.627
82,1699636367610106,48613,560,334677,0,0,248.201
83,1699636367614095,48614,560,338684,0,0,250.689
84,1699636367618045,48615,560,342689,0,0,253.165
85,1699636367622115,48616,560,346696,0,0,245.700
86,1699636367626109,48617,560,350700,0,0,250.376
87,1699636367630027,48618,560,354707,0,0,255.232
88,1699636367634137,48619,560,358714,0,0,243.309
89,1699636367638161,48620,560,362719,0,0,248.509
90,1699636367642163,48621,560,366726,0,0,249.875
91,1699636367646043,48622,560,370733,0,0,257.732
92,1699636367650048,48623,560,374737,0,0,249.688
93,1699636367654096,48624,560,378744,0,0,247.036
94,1699636367658195,48625,560,382749,0,0,243.962
95,1699636367662173,48626,560,386756,0,0,251.383
96,1699636367666182,48627,560,390763,0,0,249.439
97,1699636367670188,48628,560,394767,0,0,249.626
98,1699636367674202,48629,560,398774,0,0,249.128
99,1699636367678195,48630,560,402781,0,0,250.438
100,1699636367682201,48631,560,406786,0,0,249.626
101,1699636367686214,48632,560,410793,0,0,249.190
102,1699636367690231,48633,560,414797,0,0,248.942
103,1699636367694212,48634,560,418804,0,0,251.193
104,1699636367698215,48635,560,422811,0,0,249.813
105,1699636367702222,48636,560,426816,0,0,249.563
106,1699636367706234,48637,560,430823,0,0,249.252
107,1699636367710245,48638,560,434830,0,0,249.314
108,1699636367714238,48639,560,438834,0,0,250.438
109,1699636367718179,48640,560,442841,0,0,253.743
110,1699636367722261,48641,560,446848,0,0,244.978
111,1699636367726258,48642,560,450853,0,0,250.188
112,1699636367730311,48643,560,454860,0,0,246.731
113,1699636367734288,48644,560,458864,0,0,251.446
114,1699636367738319,48645,560,462871,0,0,248.077
115,1699636367742292,48646,560,466878,0,0,251.699
116,1699636367746285,48647,560,470883,0,0,250.438
117,1699636367749976,48648,560,474890,0,0,270.929
118,1699636367753979,48649,560,478897,0,0,249.813
119,1699636367758302,48650,560,482901,0,0,231.321
120,1699636367762219,48651,560,486908,0,0,255.297
121,1699636367766217,48652,560,490913,0,0,250.125
122,1699636367770342,48653,560,494920,0,0,242.424
123,1699636367774354,48654,560,498927,0,0,249.252
124,1699636367778325,48655,560,502931,0,0,251.826
125,1699636367782338,48656,560,506938,0,0,249.190
126,1699636367786332,48657,560,510945,0,0,250.376
127,1699636367790332,48658,560,514950,0,0,250.000
128,1699636367794348,48659,560,518957,0,0,249.004
129,1699636367798320,48660,560,522961,0,0,251.762
130,1699636367802329,48661,560,526968,0,0,249.439
131,1699636367806319,48662,560,530975,0,0,250.627
132,1699636367810328,48663,560,534979,0,0,249.439
133,1699636367814312,48664,560,538987,0,0,251.004
134,1699636367818296,48665,560,542994,0,0,251.004
135,1699636367822332,48666,560,546998,0,0,247.770
136,1699636367826323,48667,560,551005,0,0,250.564
137,1699636367830342,48668,560,555012,0,0,248.818
138,1699636367834341,48669,560,559016,0,0,250.063
139,1699636367838336,48670,560,563024,0,0,250.313
140,1699636367842343,48671,560,567028,0,0,249.563
141,1699636367846349,48672,560,571035,0,0,249.626
142,1699636367850318,48673,560,575042,0,0,251.953
143,1699636367854377,48674,560,579046,0,0,246.366
144,1699636367858355,48675,560,583053,0,0,251.383
145,1699636367862148,48676,560,587061,0,0,263.644
146,1699636367866396,48677,560,591065,0,0,235.405
147,1699636367870368,48678,560,595072,0,0,251.762
148,1699636367874391,48679,560,599076,0,0,248.571
149,1699636367878392,48680,560,603083,0,0,249.938
150,1699636367882400,48681,560,607090,0,0,249.501
151,1699636367886406,48682,560,611095,0,0,249.626
152,1699636367890397,48683,560,615102,0,0,250.564
153,1699636367894436,48684,560,619109,0,0,247.586
154,1699636367898414,48685,560,623113,0,0,251.383
155,1699636367902511,48686,560,627120,0,0,244.081
156,1699636367906528,48687,560,631127,0,0,248.942
157,1699636367910532,48688,560,635132,0,0,249.750
158,1699636367914457,48689,560,639139,0,0,254.777
159,1699636367918555,48690,560,643143,0,0,244.021
160,1699636367922549,48691,560,647150,0,0,250.376
161,1699636367926560,48692,560,651157,0,0,249.314
162,1699636367930559,48693,560,655162,0,0,250.063
163,1699636367934569,48694,560,659169,0,0,249.377
164,1699636367938576,48695,560,663176,0,0,249.563
165,1699636367942581,48696,560,667180,0,0,249.688
166,1699636367946588,48697,560,671187,0,0,249.563
167,1699636367950610,48698,560,675192,0,0,248.633
168,1699636367954522,48699,560,679199,0,0,255.624
169,1699636367958609,48700,560,683206,0,0,244.678
170,1699636367962604,48701,560,687210,0,0,250.313
171,1699636367966612,48702,560,691217,0,0,249.501
172,1699636367970630,48703,560,695224,0,0,248.880
173,1699636367974626,48704,560,699229,0,0,250.250
174,1699636367978627,48705,560,703236,0,0,249.938
175,1699636367982633,48706,560,707240,0,0,249.626
176,1699636367986647,48707,560,711247,0,0,249.128
177,1699636367990659,48708,560,715254,0,0,249.252
178,1699636367994335,48709,560,719259,0,0,272.035
179,1699636367998518,48710,560,723266,0,0,239.063
180,1699636368003139,48711,560,727273,0,0,216.403
181,1699636368006472,48712,560,731277,0,0,300.030
182,1699636368010698,48713,560,735284,0,0,236.630
183,1699636368014631,48714,560,739291,0,0,254.259
184,1699636368018628,48715,560,743296,0,0,250.188
185,1699636368022703,48716,560,747303,0,0,245.399
186,1699636368026719,48717,560,751307,0,0,249.004
187,1699636368030721,48718,560,755314,0,0,249.875
188,1699636368034732,48719,560,759321,0,0,249.314
189,1699636368038732,48720,560,763326,0,0,250.000
190,1699636368042739,48721,560,767333,0,0,249.563
191,1699636368046752,48722,560,771340,0,0,249.190
192,1699636368050756,48723,560,775344,0,0,249.750
193,1699636368054479,48724,560,779351,0,0,268.601
194,1699636368058759,48725,560,783356,0,0,233.645
195,1699636368062777,48726,560,787363,0,0,248.880
196,1699636368066769,48727,560,791370,0,0,250.501
197,1699636368070774,48728,560,795374,0,0,249.688
198,1699636368074770,48729,560,799381,0,0,250.250
199,1699636368078788,48730,560,803388,0,0,248.880
200,1699636368082792,48731,560,807393,0,0,249.750
201,1699636368086694,48732,560,811400,0,0,256.279
202,1699636368090481,48733,560,815404,0,0,264.061
203,1699636368094739,48734,560,819411,0,0,234.852
204,1699636368098835,48735,560,823418,0,0,244.141
205,1699636368102830,48736,560,827422,0,0,250.313
206,1699636368106836,48737,560,831430,0,0,249.626
207,1699636368110844,48738,560,835437,0,0,249.501
208,1699636368114889,48739,560,839441,0,0,247.219
209,1699636368118756,48740,560,843448,0,0,258.598
210,1699636368122889,48741,560,847455,0,0,241.955
211,1699636368126864,48742,560,851459,0,0,251.572
212,1699636368130769,48743,560,855467,0,0,256.082
213,1699636368134943,48744,560,859471,0,0,239.578
214,1699636368138620,48745,560,863478,0,0,271.961
215,1699636368142981,48746,560,867485,0,0,229.305
216,1699636368146876,48747,560,871489,0,0,256.739
217,1699636368150875,48748,560,875496,0,0,250.063
218,1699636368154584,48749,560,879504,0,0,269.614
219,1699636368159058,48750,560,883508,0,0,223.514
220,1699636368162908,48751,560,887515,0,0,259.740
221,1699636368166902,48752,560,891519,0,0,250.376
222,1699636368170907,48753,560,895526,0,0,249.688
223,1699636368174910,48754,560,899533,0,0,249.813
224,1699636368178932,48755,560,903538,0,0,248.633
225,1699636368182953,48756,560,907545,0,0,248.694
226,1699636368186954,48757,560,911552,0,0,249.938
227,1699636368190970,48758,560,915556,0,0,249.004
228,1699636368194968,48759,560,919563,0,0,250.125
229,1699636368198850,48760,560,923568,0,0,257.599
230,1699636368202983,48761,560,927575,0,0,241.955
231,1699636368206980,48762,560,931582,0,0,250.188
232,1699636368210987,48763,560,935586,0,0,249.563
233,1699636368214988,48764,560,939593,0,0,249.938
234,1699636368218910,48765,560,943600,0,0,254.972
235,1699636368223006,48766,560,947605,0,0,244.141
236,1699636368227004,48767,560,951612,0,0,250.125
237,1699636368231012,48768,560,955619,0,0,249.501
238,1699636368235041,48769,560,959623,0,0,248.201
239,1699636368239022,48770,560,963630,0,0,251.193
240,1699636368243044,48771,560,967635,0,0,248.633
241,1699636368247039,48772,560,971642,0,0,250.313
242,1699636368251002,48773,560,975649,0,0,252.334
243,1699636368254978,48774,560,979653,0,0,251.509
244,1699636368259046,48775,560,983660,0,0,245.821
245,1699636368263053,48776,560,987667,0,0,249.563
246,1699636368267065,48777,560,991672,0,0,249.252
247,1699636368271067,48778,560,995679,0,0,249.875
248,1699636368275074,48779,560,999683,0,0,249.563
249,1699636368279075,48780,561,3690,0,0,249.938
250,1699636368283087,48781,561,7697,0,0,249.252
251,1699636368287101,48782,561,11702,0,0,249.128
252,1699636368291104,48783,561,15709,0,0,249.813
253,1699636368295107,48784,561,19716,0,0,249.813
254,1699636368299040,48785,561,23720,0,0,254.259
255,1699636368303128,48786,561,27727,0,0,244.618
