framenum,TS,NFRAME,SEC,USEC,GPI_LVL,BLK_LVL,FPS
0,1696008529623618,63199,296,947122,0,0,0.007
1,1696008529627620,63200,296,951127,0,0,249.875
2,1696008529631617,63201,296,955134,0,0,250.188
3,1696008529635659,63202,296,959141,0,0,247.402
4,1696008529639637,63203,296,963145,0,0,251.383
5,1696008529643641,63204,296,967152,0,0,249.750
6,1696008529647652,63205,296,971159,0,0,249.314
7,1696008529651671,63206,296,975164,0,0,248.818
8,1696008529655684,63207,296,979171,0,0,249.190
9,1696008529659661,63208,296,983178,0,0,251.446
10,1696008529663669,63209,296,987182,0,0,249.501
11,1696008529667678,63210,296,991189,0,0,249.439
12,1696008529671689,63211,296,995196,0,0,249.314
13,1696008529675689,63212,296,999201,0,0,250.000
14,1696008529679692,63213,297,3208,0,0,249.813
15,1696008529683703,63214,297,7212,0,0,249.314
16,1696008529687730,63215,297,11219,0,0,248.324
17,1696008529691706,63216,297,15226,0,0,251.509
18,1696008529695729,63217,297,19231,0,0,248.571
19,1696008529699724,63218,297,23238,0,0,250.313
20,1696008529703733,63219,297,27245,0,0,249.439
21,1696008529707736,63220,297,31249,0,0,249.813
22,1696008529711741,63221,297,35256,0,0,249.688
23,1696008529715728,63222,297,39263,0,0,250.815
24,1696008529719740,63223,297,43268,0,0,249.252
25,1696008529723733,63224,297,47275,0,0,250.438
26,1696008529727729,63225,297,51279,0,0,250.250
27,1696008529731732,63226,297,55286,0,0,249.813
28,1696008529735743,63227,297,59293,0,0,249.314
29,1696008529739757,63228,297,63297,0,0,249.128
30,1696008529743786,63229,297,67305,0,0,248.201
31,1696008529747761,63230,297,71312,0,0,251.572
32,1696008529751800,63231,297,75316,0,0,247.586
33,1696008529755816,63232,297,79323,0,0,249.004
34,1696008529759804,63233,297,83330,0,0,250.752
35,1696008529763805,63234,297,87334,0,0,249.938
36,1696008529767828,63235,297,91342,0,0,248.571
37,1696008529771837,63236,297,95349,0,0,249.439
38,1696008529775830,63237,297,99353,0,0,250.438
39,1696008529779836,63238,297,103360,0,0,249.626
40,1696008529783833,63239,297,107364,0,0,250.188
41,1696008529787847,63240,297,111371,0,0,249.128
42,1696008529791841,63241,297,115379,0,0,250.376
43,1696008529795873,63242,297,119383,0,0,248.016
44,1696008529799865,63243,297,123390,0,0,250.501
45,1696008529803880,63244,297,127397,0,0,249.066
46,1696008529807859,63245,297,131401,0,0,251.319
47,1696008529811886,63246,297,135408,0,0,248.324
48,1696008529815880,63247,297,139416,0,0,250.376
49,1696008529819892,63248,297,143420,0,0,249.252
